pathway	gene_id
Lysine degradation	gene_8589
Lysine degradation	gene_873
Lysine degradation	gene_972
Methane metabolism	gene_1157
Methane metabolism	gene_1531
Methane metabolism	gene_2632
Methane metabolism	gene_320
Methane metabolism	gene_3858
Methane metabolism	gene_4253
Methane metabolism	gene_5766
Methane metabolism	gene_5980
Methane metabolism	gene_6240
Methane metabolism	gene_6609
Methane metabolism	gene_7620
Methane metabolism	gene_7764
Methane metabolism	gene_7987
Methane metabolism	gene_8349
Methionine metabolism	gene_1256
Methionine metabolism	gene_1833
Methionine metabolism	gene_1918
Methionine metabolism	gene_1963
Methionine metabolism	gene_2351
Methionine metabolism	gene_3505
Methionine metabolism	gene_3666
Methionine metabolism	gene_3815
Methionine metabolism	gene_3874
Methionine metabolism	gene_5159
Methionine metabolism	gene_6120
Methionine metabolism	gene_6884
Methionine metabolism	gene_7780
Methionine metabolism	gene_7990
Methionine metabolism	gene_8184
Methionine metabolism	gene_8337
Methionine metabolism	gene_8338
Methionine metabolism	gene_885
N-Glycan degradation	gene_2690
N-Glycan degradation	gene_4490
N-Glycan degradation	gene_4849
N-Glycan degradation	gene_6122
N-Glycan degradation	gene_6171
N-Glycan degradation	gene_705
N-Glycan degradation	gene_7154
N-Glycan degradation	gene_7248
N-Glycan degradation	gene_928
N-Glycans biosynthesis	gene_1150
N-Glycans biosynthesis	gene_1588
N-Glycans biosynthesis	gene_1752
N-Glycans biosynthesis	gene_2060
N-Glycans biosynthesis	gene_2694
N-Glycans biosynthesis	gene_2743
N-Glycans biosynthesis	gene_2888
N-Glycans biosynthesis	gene_3037
N-Glycans biosynthesis	gene_3431
N-Glycans biosynthesis	gene_3591
N-Glycans biosynthesis	gene_3677
N-Glycans biosynthesis	gene_3900
N-Glycans biosynthesis	gene_4069
N-Glycans biosynthesis	gene_4211
N-Glycans biosynthesis	gene_4275
N-Glycans biosynthesis	gene_4381
N-Glycans biosynthesis	gene_445
N-Glycans biosynthesis	gene_5116
N-Glycans biosynthesis	gene_5129
N-Glycans biosynthesis	gene_5359
N-Glycans biosynthesis	gene_5364
N-Glycans biosynthesis	gene_5406
N-Glycans biosynthesis	gene_5532
N-Glycans biosynthesis	gene_5560
N-Glycans biosynthesis	gene_5597
N-Glycans biosynthesis	gene_592
N-Glycans biosynthesis	gene_5971
N-Glycans biosynthesis	gene_6236
N-Glycans biosynthesis	gene_6341
N-Glycans biosynthesis	gene_7865
N-Glycans biosynthesis	gene_7931
N-Glycans biosynthesis	gene_8183
N-Glycans biosynthesis	gene_8301
N-Glycans biosynthesis	gene_8324
N-Glycans biosynthesis	gene_956
Nicotinate and nicotinamide metabolism	gene_1033
Nicotinate and nicotinamide metabolism	gene_1198
Nicotinate and nicotinamide metabolism	gene_1561
Nicotinate and nicotinamide metabolism	gene_2046
Nicotinate and nicotinamide metabolism	gene_2076
Nicotinate and nicotinamide metabolism	gene_2511
Nicotinate and nicotinamide metabolism	gene_2644
Nicotinate and nicotinamide metabolism	gene_2977
Nicotinate and nicotinamide metabolism	gene_3313
Nicotinate and nicotinamide metabolism	gene_3585
Nicotinate and nicotinamide metabolism	gene_3646
Nicotinate and nicotinamide metabolism	gene_4023
Nicotinate and nicotinamide metabolism	gene_4034
Nicotinate and nicotinamide metabolism	gene_4344
Nicotinate and nicotinamide metabolism	gene_4609
Nicotinate and nicotinamide metabolism	gene_4675
Nicotinate and nicotinamide metabolism	gene_5191
Nicotinate and nicotinamide metabolism	gene_5230
Nicotinate and nicotinamide metabolism	gene_5761
Nicotinate and nicotinamide metabolism	gene_6037
Nicotinate and nicotinamide metabolism	gene_6165
Nicotinate and nicotinamide metabolism	gene_6318
Nicotinate and nicotinamide metabolism	gene_6365
Nicotinate and nicotinamide metabolism	gene_6693
Nicotinate and nicotinamide metabolism	gene_6780
Nicotinate and nicotinamide metabolism	gene_693
Nicotinate and nicotinamide metabolism	gene_7024
Nicotinate and nicotinamide metabolism	gene_7028
Nicotinate and nicotinamide metabolism	gene_7839
Nicotinate and nicotinamide metabolism	gene_8128
Nicotinate and nicotinamide metabolism	gene_8138
Nicotinate and nicotinamide metabolism	gene_8158
Nicotinate and nicotinamide metabolism	gene_8385
Nitorobenzene degradation	gene_1069
Nitorobenzene degradation	gene_1318
Nitorobenzene degradation	gene_1491
Nitorobenzene degradation	gene_1576
Nitorobenzene degradation	gene_2464
Nitorobenzene degradation	gene_2470
Nitorobenzene degradation	gene_2554
Nitorobenzene degradation	gene_2986
Nitorobenzene degradation	gene_3042
Nitorobenzene degradation	gene_3440
Nitorobenzene degradation	gene_4412
Nitorobenzene degradation	gene_5899
Nitorobenzene degradation	gene_6532
Nitorobenzene degradation	gene_6559
Nitorobenzene degradation	gene_6857
Nitorobenzene degradation	gene_6862
Nitorobenzene degradation	gene_7331
Nitorobenzene degradation	gene_7374
Nitorobenzene degradation	gene_7405
Nitorobenzene degradation	gene_7730
Nitorobenzene degradation	gene_7971
Nitorobenzene degradation	gene_7994
Nitorobenzene degradation	gene_7997
Nitorobenzene degradation	gene_8390
Nitorobenzene degradation	gene_8587
Nitorobenzene degradation	gene_8614
Nitrogen metabolism	gene_2351
Nitrogen metabolism	gene_2459
Nitrogen metabolism	gene_2831
Nitrogen metabolism	gene_3658
Nitrogen metabolism	gene_3709
Nitrogen metabolism	gene_3815
Nitrogen metabolism	gene_3837
Nitrogen metabolism	gene_4141
Nitrogen metabolism	gene_5159
Nitrogen metabolism	gene_5342
Nitrogen metabolism	gene_5344
Nitrogen metabolism	gene_5661
Nitrogen metabolism	gene_6621
Nitrogen metabolism	gene_6735
Nitrogen metabolism	gene_7347
Nitrogen metabolism	gene_7930
Nucleotide sugars metabolism	gene_1589
Nucleotide sugars metabolism	gene_1743
Nucleotide sugars metabolism	gene_184
Nucleotide sugars metabolism	gene_1939
Nucleotide sugars metabolism	gene_2081
Nucleotide sugars metabolism	gene_3007
Nucleotide sugars metabolism	gene_3117
Nucleotide sugars metabolism	gene_330
Nucleotide sugars metabolism	gene_3640
Nucleotide sugars metabolism	gene_4108
Nucleotide sugars metabolism	gene_4337
Nucleotide sugars metabolism	gene_4724
Nucleotide sugars metabolism	gene_5037
Nucleotide sugars metabolism	gene_5173
Nucleotide sugars metabolism	gene_5387
Nucleotide sugars metabolism	gene_5611
Nucleotide sugars metabolism	gene_6198
Nucleotide sugars metabolism	gene_662
Nucleotide sugars metabolism	gene_8033
Nucleotide sugars metabolism	gene_972
O-Glycans biosynthesis	gene_1150
O-Glycans biosynthesis	gene_1588
O-Glycans biosynthesis	gene_1752
O-Glycans biosynthesis	gene_2694
O-Glycans biosynthesis	gene_3431
O-Glycans biosynthesis	gene_3677
O-Glycans biosynthesis	gene_3900
O-Glycans biosynthesis	gene_4069
O-Glycans biosynthesis	gene_4211
O-Glycans biosynthesis	gene_5129
O-Glycans biosynthesis	gene_5359
O-Glycans biosynthesis	gene_5364
O-Glycans biosynthesis	gene_5406
O-Glycans biosynthesis	gene_5597
O-Glycans biosynthesis	gene_592
O-Glycans biosynthesis	gene_6236
O-Glycans biosynthesis	gene_7865
O-Glycans biosynthesis	gene_7931
O-Glycans biosynthesis	gene_8285
O-Glycans biosynthesis	gene_8301
One carbon pool by folate	gene_1918
One carbon pool by folate	gene_1986
One carbon pool by folate	gene_3720
One carbon pool by folate	gene_3858
One carbon pool by folate	gene_3904
One carbon pool by folate	gene_4718
One carbon pool by folate	gene_5342
One carbon pool by folate	gene_5992
One carbon pool by folate	gene_6628
One carbon pool by folate	gene_7000
One carbon pool by folate	gene_7236
One carbon pool by folate	gene_8228
One carbon pool by folate	gene_8349
Oxidative phosphorylation	gene_1259
Oxidative phosphorylation	gene_161
Oxidative phosphorylation	gene_2186
Oxidative phosphorylation	gene_2234
Oxidative phosphorylation	gene_2383
Oxidative phosphorylation	gene_3052
Oxidative phosphorylation	gene_3968
Oxidative phosphorylation	gene_5369
Pantothenate and CoA biosynthesis	gene_1203
Pantothenate and CoA biosynthesis	gene_1561
Pantothenate and CoA biosynthesis	gene_1648
Pantothenate and CoA biosynthesis	gene_1977
Pantothenate and CoA biosynthesis	gene_1986
Pantothenate and CoA biosynthesis	gene_2076
Pantothenate and CoA biosynthesis	gene_2181
Pantothenate and CoA biosynthesis	gene_2644
Pantothenate and CoA biosynthesis	gene_2768
Pantothenate and CoA biosynthesis	gene_2814
Pantothenate and CoA biosynthesis	gene_2970
Pantothenate and CoA biosynthesis	gene_2977
Pantothenate and CoA biosynthesis	gene_3259
Pantothenate and CoA biosynthesis	gene_3585
Pantothenate and CoA biosynthesis	gene_3779
Pantothenate and CoA biosynthesis	gene_3846
Pantothenate and CoA biosynthesis	gene_4034
Pantothenate and CoA biosynthesis	gene_4609
Pantothenate and CoA biosynthesis	gene_4675
Pantothenate and CoA biosynthesis	gene_4720
Pantothenate and CoA biosynthesis	gene_5020
Pantothenate and CoA biosynthesis	gene_5125
Pantothenate and CoA biosynthesis	gene_5230
Pantothenate and CoA biosynthesis	gene_5405
Pantothenate and CoA biosynthesis	gene_5501
Pantothenate and CoA biosynthesis	gene_5826
Pantothenate and CoA biosynthesis	gene_6169
Pantothenate and CoA biosynthesis	gene_6318
Pantothenate and CoA biosynthesis	gene_6365
Pantothenate and CoA biosynthesis	gene_6650
Pantothenate and CoA biosynthesis	gene_7028
Pantothenate and CoA biosynthesis	gene_7706
Pantothenate and CoA biosynthesis	gene_7839
Pantothenate and CoA biosynthesis	gene_8128
Pantothenate and CoA biosynthesis	gene_8158
Pantothenate and CoA biosynthesis	gene_8192
Pantothenate and CoA biosynthesis	gene_975
Pentose and glucuronate interconversions	gene_1436
Pentose and glucuronate interconversions	gene_1575
Pentose and glucuronate interconversions	gene_1589
Pentose and glucuronate interconversions	gene_1864
Pentose and glucuronate interconversions	gene_2238
Pentose and glucuronate interconversions	gene_2717
Pentose and glucuronate interconversions	gene_3117
Pentose and glucuronate interconversions	gene_3956
Pentose and glucuronate interconversions	gene_4065
Pentose and glucuronate interconversions	gene_4603
Pentose and glucuronate interconversions	gene_4745
Pentose and glucuronate interconversions	gene_5156
Pentose and glucuronate interconversions	gene_5232
Pentose and glucuronate interconversions	gene_5494
Pentose and glucuronate interconversions	gene_5555
Pentose and glucuronate interconversions	gene_5622
Pentose and glucuronate interconversions	gene_5774
Pentose and glucuronate interconversions	gene_5907
Pentose and glucuronate interconversions	gene_6170
Pentose and glucuronate interconversions	gene_6213
Pentose and glucuronate interconversions	gene_6771
Pentose and glucuronate interconversions	gene_6795
Pentose and glucuronate interconversions	gene_6973
Pentose and glucuronate interconversions	gene_6989
Pentose and glucuronate interconversions	gene_7318
Pentose and glucuronate interconversions	gene_7634
Pentose and glucuronate interconversions	gene_7697
Pentose and glucuronate interconversions	gene_7882
Pentose and glucuronate interconversions	gene_7988
Pentose and glucuronate interconversions	gene_8537
Pentose and glucuronate interconversions	gene_8571
Pentose phosphate pathway	gene_1039
Pentose phosphate pathway	gene_1181
Pentose phosphate pathway	gene_1514
Pentose phosphate pathway	gene_1735
Pentose phosphate pathway	gene_2401
Pentose phosphate pathway	gene_2791
Pentose phosphate pathway	gene_3336
Pentose phosphate pathway	gene_3385
Pentose phosphate pathway	gene_4036
Pentose phosphate pathway	gene_4112
Pentose phosphate pathway	gene_466
Pentose phosphate pathway	gene_4786
Pentose phosphate pathway	gene_5119
Pentose phosphate pathway	gene_5121
Pentose phosphate pathway	gene_5156
Pentose phosphate pathway	gene_5326
Pentose phosphate pathway	gene_5570
Pentose phosphate pathway	gene_5841
Pentose phosphate pathway	gene_6002
Pentose phosphate pathway	gene_6707
Pentose phosphate pathway	gene_7307
Pentose phosphate pathway	gene_748
Pentose phosphate pathway	gene_7580
Pentose phosphate pathway	gene_7693
Pentose phosphate pathway	gene_7887
Pentose phosphate pathway	gene_7922
Pentose phosphate pathway	gene_8522
Pentose phosphate pathway	gene_934
Peptidoglycan biosynthesis	gene_1150
Peptidoglycan biosynthesis	gene_1588
Peptidoglycan biosynthesis	gene_1752
Peptidoglycan biosynthesis	gene_2694
Peptidoglycan biosynthesis	gene_3431
Peptidoglycan biosynthesis	gene_3677
Peptidoglycan biosynthesis	gene_3709
Peptidoglycan biosynthesis	gene_3900
Peptidoglycan biosynthesis	gene_4069
Peptidoglycan biosynthesis	gene_4211
Peptidoglycan biosynthesis	gene_5129
Peptidoglycan biosynthesis	gene_5359
Peptidoglycan biosynthesis	gene_5364
Peptidoglycan biosynthesis	gene_5406
Peptidoglycan biosynthesis	gene_5597
Peptidoglycan biosynthesis	gene_592
Peptidoglycan biosynthesis	gene_6236
Peptidoglycan biosynthesis	gene_6735
Peptidoglycan biosynthesis	gene_7865
Peptidoglycan biosynthesis	gene_7931
Peptidoglycan biosynthesis	gene_8301
Phenylalanine metabolism	gene_1107
Phenylalanine metabolism	gene_1194
Phenylalanine metabolism	gene_1531
Phenylalanine metabolism	gene_1876
Phenylalanine metabolism	gene_1968
Phenylalanine metabolism	gene_2
Phenylalanine metabolism	gene_2029
Phenylalanine metabolism	gene_2365
Phenylalanine metabolism	gene_2418
Phenylalanine metabolism	gene_2632
Phenylalanine metabolism	gene_2762
Phenylalanine metabolism	gene_2889
Phenylalanine metabolism	gene_2941
Phenylalanine metabolism	gene_2964
Phenylalanine metabolism	gene_2965
Phenylalanine metabolism	gene_3769
Phenylalanine metabolism	gene_4253
Phenylalanine metabolism	gene_430
Phenylalanine metabolism	gene_5063
Phenylalanine metabolism	gene_5279
Phenylalanine metabolism	gene_5515
Phenylalanine metabolism	gene_5665
Phenylalanine metabolism	gene_5766
Phenylalanine metabolism	gene_5827
Phenylalanine metabolism	gene_6196
Phenylalanine metabolism	gene_6501
Phenylalanine metabolism	gene_6920
Phenylalanine metabolism	gene_7563
Phenylalanine metabolism	gene_7764
Phenylalanine metabolism	gene_7987
Phenylalanine metabolism	gene_7989
Phenylalanine metabolism	gene_7998
Phenylalanine metabolism	gene_8370
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_1194
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_1354
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_1358
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_1623
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_1875
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_1877
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_2009
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_2905
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_3014
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_3626
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_463
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_5049
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_5063
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_6497
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_6501
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_6665
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_7598
Phenylalanine, tyrosine and tryptophan biosynthesis	gene_7604
Phospholipid degradation	gene_1373
Phospholipid degradation	gene_1502
Phospholipid degradation	gene_2016
Phospholipid degradation	gene_2056
Phospholipid degradation	gene_2709
Phospholipid degradation	gene_2763
Phospholipid degradation	gene_3557
Phospholipid degradation	gene_3892
Phospholipid degradation	gene_3919
Phospholipid degradation	gene_4922
Phospholipid degradation	gene_5256
Phospholipid degradation	gene_6730
Phospholipid degradation	gene_6880
Phospholipid degradation	gene_7584
Porphyrin and chlorophyll metabolism	gene_1033
Porphyrin and chlorophyll metabolism	gene_1198
Porphyrin and chlorophyll metabolism	gene_1363
Porphyrin and chlorophyll metabolism	gene_1444
Porphyrin and chlorophyll metabolism	gene_152
Porphyrin and chlorophyll metabolism	gene_1725
Porphyrin and chlorophyll metabolism	gene_2137
Porphyrin and chlorophyll metabolism	gene_2152
Porphyrin and chlorophyll metabolism	gene_2164
Porphyrin and chlorophyll metabolism	gene_2174
Porphyrin and chlorophyll metabolism	gene_2511
Porphyrin and chlorophyll metabolism	gene_2759
Porphyrin and chlorophyll metabolism	gene_2914
Porphyrin and chlorophyll metabolism	gene_2957
Porphyrin and chlorophyll metabolism	gene_3100
Porphyrin and chlorophyll metabolism	gene_3313
Porphyrin and chlorophyll metabolism	gene_4039
Porphyrin and chlorophyll metabolism	gene_4153
Porphyrin and chlorophyll metabolism	gene_4344
Porphyrin and chlorophyll metabolism	gene_4434
Porphyrin and chlorophyll metabolism	gene_4583
Porphyrin and chlorophyll metabolism	gene_4813
Porphyrin and chlorophyll metabolism	gene_4990
Porphyrin and chlorophyll metabolism	gene_5762
Porphyrin and chlorophyll metabolism	gene_6340
Porphyrin and chlorophyll metabolism	gene_6475
Porphyrin and chlorophyll metabolism	gene_6684
Porphyrin and chlorophyll metabolism	gene_7050
Porphyrin and chlorophyll metabolism	gene_7342
Porphyrin and chlorophyll metabolism	gene_7368
Porphyrin and chlorophyll metabolism	gene_7443
Porphyrin and chlorophyll metabolism	gene_7651
Porphyrin and chlorophyll metabolism	gene_7769
Porphyrin and chlorophyll metabolism	gene_7918
Porphyrin and chlorophyll metabolism	gene_8175
Porphyrin and chlorophyll metabolism	gene_8248
Porphyrin and chlorophyll metabolism	gene_8413
Porphyrin and chlorophyll metabolism	gene_8627
Porphyrin and chlorophyll metabolism	gene_879
Porphyrin and chlorophyll metabolism	gene_978
Propanoate metabolism	gene_1114
Propanoate metabolism	gene_1207
Propanoate metabolism	gene_1399
Propanoate metabolism	gene_1901
Propanoate metabolism	gene_2043
Propanoate metabolism	gene_3213
Propanoate metabolism	gene_334
Propanoate metabolism	gene_3447
Propanoate metabolism	gene_3449
Propanoate metabolism	gene_4025
Propanoate metabolism	gene_4055
Propanoate metabolism	gene_4304
Propanoate metabolism	gene_4308
Propanoate metabolism	gene_4567
Propanoate metabolism	gene_5461
Propanoate metabolism	gene_6203
Propanoate metabolism	gene_6290
Propanoate metabolism	gene_6527
Propanoate metabolism	gene_6552
Propanoate metabolism	gene_7226
Propanoate metabolism	gene_7612
Propanoate metabolism	gene_7861
Propanoate metabolism	gene_8589
Propanoate metabolism	gene_873
Propanoate metabolism	gene_984
Prostaglandin and leukotriene metabolism	gene_1373
Prostaglandin and leukotriene metabolism	gene_3597
Prostaglandin and leukotriene metabolism	gene_5316
Prostaglandin and leukotriene metabolism	gene_7198
Purine metabolism	gene_1039
Purine metabolism	gene_1092
Purine metabolism	gene_1119
Purine metabolism	gene_1137
Purine metabolism	gene_1409
Purine metabolism	gene_1428
Purine metabolism	gene_1458
Purine metabolism	gene_1500
Purine metabolism	gene_1638
Purine metabolism	gene_1731
Purine metabolism	gene_1785
Purine metabolism	gene_1862
Purine metabolism	gene_1926
Purine metabolism	gene_2046
Purine metabolism	gene_2068
Purine metabolism	gene_2139
Purine metabolism	gene_23
Purine metabolism	gene_2307
Purine metabolism	gene_2392
Purine metabolism	gene_2519
Purine metabolism	gene_2541
Purine metabolism	gene_2555
Purine metabolism	gene_2659
Purine metabolism	gene_2673
Purine metabolism	gene_269
Purine metabolism	gene_2824
Purine metabolism	gene_2843
Purine metabolism	gene_2848
Purine metabolism	gene_2869
Purine metabolism	gene_2894
Purine metabolism	gene_2951
Purine metabolism	gene_2953
Purine metabolism	gene_3024
Purine metabolism	gene_3156
Purine metabolism	gene_3242
Purine metabolism	gene_3287
Purine metabolism	gene_3310
Purine metabolism	gene_3479
Purine metabolism	gene_3504
Purine metabolism	gene_3580
Purine metabolism	gene_3657
Purine metabolism	gene_3814
Purine metabolism	gene_3851
Purine metabolism	gene_3884
Purine metabolism	gene_4021
Purine metabolism	gene_416
Purine metabolism	gene_4200
Purine metabolism	gene_4301
Purine metabolism	gene_4375
Purine metabolism	gene_4431
Purine metabolism	gene_4476
Purine metabolism	gene_4519
Purine metabolism	gene_4553
Purine metabolism	gene_4688
Purine metabolism	gene_4718
Purine metabolism	gene_4811
Purine metabolism	gene_4827
Purine metabolism	gene_485
Purine metabolism	gene_5137
Purine metabolism	gene_5280
Purine metabolism	gene_5281
Purine metabolism	gene_5326
Purine metabolism	gene_5527
Purine metabolism	gene_5548
Purine metabolism	gene_5549
Purine metabolism	gene_5578
Purine metabolism	gene_5741
Purine metabolism	gene_5742
Purine metabolism	gene_5801
Purine metabolism	gene_5841
Purine metabolism	gene_590
Purine metabolism	gene_5915
Purine metabolism	gene_6064
Purine metabolism	gene_6599
Purine metabolism	gene_6695
Purine metabolism	gene_6755
Purine metabolism	gene_6772
Purine metabolism	gene_6780
Purine metabolism	gene_680
Purine metabolism	gene_6808
Purine metabolism	gene_6838
Purine metabolism	gene_6845
Purine metabolism	gene_6871
Purine metabolism	gene_6903
Purine metabolism	gene_7024
Purine metabolism	gene_7046
Purine metabolism	gene_7124
Purine metabolism	gene_727
Purine metabolism	gene_74
Purine metabolism	gene_7434
Purine metabolism	gene_7459
Purine metabolism	gene_7501
Purine metabolism	gene_7524
Purine metabolism	gene_7791
Purine metabolism	gene_827
Purine metabolism	gene_8492
Pyrimidine metabolism	gene_1119
Pyrimidine metabolism	gene_1137
Pyrimidine metabolism	gene_1166
Pyrimidine metabolism	gene_1409
Pyrimidine metabolism	gene_1500
Pyrimidine metabolism	gene_1785
Pyrimidine metabolism	gene_1977
Pyrimidine metabolism	gene_2046
Pyrimidine metabolism	gene_2181
Pyrimidine metabolism	gene_2541
Pyrimidine metabolism	gene_2555
Pyrimidine metabolism	gene_2673
Pyrimidine metabolism	gene_2824
Pyrimidine metabolism	gene_2843
Pyrimidine metabolism	gene_2869
Pyrimidine metabolism	gene_2894
Pyrimidine metabolism	gene_311
Pyrimidine metabolism	gene_3156
Pyrimidine metabolism	gene_3287
Pyrimidine metabolism	gene_3310
Pyrimidine metabolism	gene_3479
Pyrimidine metabolism	gene_3627
Pyrimidine metabolism	gene_3657
Pyrimidine metabolism	gene_3805
Pyrimidine metabolism	gene_3824
Pyrimidine metabolism	gene_416
Pyrimidine metabolism	gene_4200
Pyrimidine metabolism	gene_4220
Pyrimidine metabolism	gene_4519
Pyrimidine metabolism	gene_4553
Pyrimidine metabolism	gene_4827
Pyrimidine metabolism	gene_4830
Pyrimidine metabolism	gene_5044
Pyrimidine metabolism	gene_5137
Pyrimidine metabolism	gene_548
Pyrimidine metabolism	gene_5578
Pyrimidine metabolism	gene_56
Pyrimidine metabolism	gene_57
Pyrimidine metabolism	gene_5742
Pyrimidine metabolism	gene_5747
Pyrimidine metabolism	gene_5992
Pyrimidine metabolism	gene_6064
Pyrimidine metabolism	gene_6163
Pyrimidine metabolism	gene_6169
Pyrimidine metabolism	gene_6599
Pyrimidine metabolism	gene_6755
Pyrimidine metabolism	gene_6780
Pyrimidine metabolism	gene_680
Pyrimidine metabolism	gene_6903
Pyrimidine metabolism	gene_7024
Pyrimidine metabolism	gene_7124
Pyrimidine metabolism	gene_7349
Pyrimidine metabolism	gene_74
Pyrimidine metabolism	gene_7960
Pyrimidine metabolism	gene_8261
Pyruvate metabolism	gene_1114
Pyruvate metabolism	gene_1207
Pyruvate metabolism	gene_1260
Pyruvate metabolism	gene_1399
Pyruvate metabolism	gene_1492
Pyruvate metabolism	gene_1552
Pyruvate metabolism	gene_1596
Pyruvate metabolism	gene_1933
Pyruvate metabolism	gene_2043
Pyruvate metabolism	gene_2133
Pyruvate metabolism	gene_2296
Pyruvate metabolism	gene_231
Pyruvate metabolism	gene_246
Pyruvate metabolism	gene_2933
Pyruvate metabolism	gene_2951
Pyruvate metabolism	gene_2953
Pyruvate metabolism	gene_3213
Pyruvate metabolism	gene_3447
Pyruvate metabolism	gene_3449
Pyruvate metabolism	gene_4055
Pyruvate metabolism	gene_4560
Pyruvate metabolism	gene_4567
Pyruvate metabolism	gene_4710
Pyruvate metabolism	gene_4883
Pyruvate metabolism	gene_5184
Pyruvate metabolism	gene_5347
Pyruvate metabolism	gene_5494
Pyruvate metabolism	gene_5555
Pyruvate metabolism	gene_5650
Pyruvate metabolism	gene_5701
Pyruvate metabolism	gene_6200
Pyruvate metabolism	gene_6211
Pyruvate metabolism	gene_6248
Pyruvate metabolism	gene_6270
Pyruvate metabolism	gene_6290
Pyruvate metabolism	gene_6304
Pyruvate metabolism	gene_6771
Pyruvate metabolism	gene_6924
Pyruvate metabolism	gene_7031
Pyruvate metabolism	gene_7612
Pyruvate metabolism	gene_7634
Pyruvate metabolism	gene_777
Pyruvate metabolism	gene_8151
Pyruvate metabolism	gene_8166
Pyruvate metabolism	gene_8281
Pyruvate metabolism	gene_8436
Pyruvate metabolism	gene_8537
Pyruvate metabolism	gene_8589
Pyruvate metabolism	gene_954
RNA polymerase	gene_1119
RNA polymerase	gene_2555
RNA polymerase	gene_2843
RNA polymerase	gene_2869
RNA polymerase	gene_416
RNA polymerase	gene_4200
RNA polymerase	gene_4519
RNA polymerase	gene_5137
RNA polymerase	gene_5578
RNA polymerase	gene_6599
Reductive carboxylate cycle (CO2 fixation)	gene_1596
Reductive carboxylate cycle (CO2 fixation)	gene_231
Reductive carboxylate cycle (CO2 fixation)	gene_3913
Reductive carboxylate cycle (CO2 fixation)	gene_4089
Reductive carboxylate cycle (CO2 fixation)	gene_7612
Reductive carboxylate cycle (CO2 fixation)	gene_8289
Retinol metabolism	gene_3734
Retinol metabolism	gene_5312
Retinol metabolism	gene_6536
Retinol metabolism	gene_7600
Riboflavin metabolism	gene_1033
Riboflavin metabolism	gene_1198
Riboflavin metabolism	gene_1851
Riboflavin metabolism	gene_2144
Riboflavin metabolism	gene_2287
Riboflavin metabolism	gene_2511
Riboflavin metabolism	gene_2753
Riboflavin metabolism	gene_2875
Riboflavin metabolism	gene_33
Riboflavin metabolism	gene_3313
Riboflavin metabolism	gene_4142
Riboflavin metabolism	gene_4202
Riboflavin metabolism	gene_4344
Riboflavin metabolism	gene_5094
Riboflavin metabolism	gene_5385
Riboflavin metabolism	gene_5862
Riboflavin metabolism	gene_6337
Riboflavin metabolism	gene_6484
Riboflavin metabolism	gene_7030
Riboflavin metabolism	gene_7155
Riboflavin metabolism	gene_7414
Selenoamino acid metabolism	gene_1183
Selenoamino acid metabolism	gene_1256
Selenoamino acid metabolism	gene_152
Selenoamino acid metabolism	gene_1963
Selenoamino acid metabolism	gene_2164
Selenoamino acid metabolism	gene_2351
Selenoamino acid metabolism	gene_2471
Selenoamino acid metabolism	gene_2848
Selenoamino acid metabolism	gene_2914
Selenoamino acid metabolism	gene_3242
Selenoamino acid metabolism	gene_3505
Selenoamino acid metabolism	gene_3584
Selenoamino acid metabolism	gene_3666
Selenoamino acid metabolism	gene_3815
Selenoamino acid metabolism	gene_4990
Selenoamino acid metabolism	gene_5033
Selenoamino acid metabolism	gene_5159
Selenoamino acid metabolism	gene_5762
Selenoamino acid metabolism	gene_6340
Selenoamino acid metabolism	gene_6684
Selenoamino acid metabolism	gene_7368
Selenoamino acid metabolism	gene_7651
Selenoamino acid metabolism	gene_7769
Selenoamino acid metabolism	gene_7780
Selenoamino acid metabolism	gene_8175
Sphingoglycolipid metabolism	gene_1150
Sphingoglycolipid metabolism	gene_1311
Sphingoglycolipid metabolism	gene_1588
Sphingoglycolipid metabolism	gene_1752
Sphingoglycolipid metabolism	gene_2113
Sphingoglycolipid metabolism	gene_2198
Sphingoglycolipid metabolism	gene_2636
Sphingoglycolipid metabolism	gene_2690
Sphingoglycolipid metabolism	gene_2694
Sphingoglycolipid metabolism	gene_3431
Sphingoglycolipid metabolism	gene_3677
Sphingoglycolipid metabolism	gene_3752
Sphingoglycolipid metabolism	gene_3900
Sphingoglycolipid metabolism	gene_4069
Sphingoglycolipid metabolism	gene_4155
Sphingoglycolipid metabolism	gene_4211
Sphingoglycolipid metabolism	gene_4490
Sphingoglycolipid metabolism	gene_5129
Sphingoglycolipid metabolism	gene_5130
